survey,last3letters,var_names,n_waves,which_waves,n_different_var_label,var_label_across_waves,n_different_value_labels,value_labels_across_waves,n_different_var_type,var_type_across_waves
Family & Household,084,cf08a084; cf09b084; cf10c084; cf11d084; cf12e084; cf13f084; cf14g084; cf15h084; cf16i084; cf17j084; cf18k084; cf19l084; cf20m084,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: second child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,085,cf08a085; cf09b085; cf10c085; cf11d085; cf12e085; cf13f085; cf14g085; cf15h085; cf16i085; cf17j085; cf18k085; cf19l085; cf20m085,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: third child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,086,cf08a086; cf09b086; cf10c086; cf11d086; cf12e086; cf13f086; cf14g086; cf15h086; cf16i086; cf17j086; cf18k086; cf19l086; cf20m086,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: fourth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,087,cf08a087; cf09b087; cf10c087; cf11d087; cf12e087; cf13f087; cf14g087; cf15h087; cf16i087; cf17j087; cf18k087; cf19l087; cf20m087,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: fifth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,088,cf08a088; cf09b088; cf10c088; cf11d088; cf12e088; cf13f088; cf14g088; cf15h088; cf16i088; cf17j088; cf18k088; cf19l088; cf20m088,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: sixth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,089,cf08a089; cf09b089; cf10c089; cf11d089; cf12e089; cf13f089; cf14g089; cf15h089; cf16i089; cf17j089; cf18k089; cf19l089; cf20m089,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: seventh child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,090,cf08a090; cf09b090; cf10c090; cf11d090; cf12e090; cf13f090; cf14g090; cf15h090; cf16i090; cf17j090; cf18k090; cf19l090; cf20m090,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: eighth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,091,cf08a091; cf09b091; cf10c091; cf11d091; cf12e091; cf13f091; cf14g091; cf15h091; cf16i091; cf17j091; cf18k091; cf19l091; cf20m091,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: ninth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,092,cf08a092; cf09b092; cf10c092; cf11d092; cf12e092; cf13f092; cf14g092; cf15h092; cf16i092; cf17j092; cf18k092; cf19l092; cf20m092,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: tenth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,093,cf08a093; cf09b093; cf10c093; cf11d093; cf12e093; cf13f093; cf14g093; cf15h093; cf16i093; cf17j093; cf18k093; cf19l093; cf20m093,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: eleventh child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,094,cf08a094; cf09b094; cf10c094; cf11d094; cf12e094; cf13f094; cf14g094; cf15h094; cf16i094; cf17j094; cf18k094; cf19l094; cf20m094,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: twelfth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,095,cf08a095; cf09b095; cf10c095; cf11d095; cf12e095; cf13f095; cf14g095; cf15h095; cf16i095; cf17j095; cf18k095; cf19l095; cf20m095,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: thirteenth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,096,cf08a096; cf09b096; cf10c096; cf11d096; cf12e096; cf13f096; cf14g096; cf15h096; cf16i096; cf17j096; cf18k096; cf19l096; cf20m096,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: fourteenth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,097,cf08a097; cf09b097; cf10c097; cf11d097; cf12e097; cf13f097; cf14g097; cf15h097; cf16i097; cf17j097; cf18k097; cf19l097; cf20m097,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Living at home or living independently: fifteenth child,1,"c(`living at home` = 1, `living independently` = 2)",1,categorical
Family & Household,098,cf08a098; cf09b098; cf10c098; cf11d098; cf12e098; cf13f098; cf14g098; cf15h098; cf16i098; cf17j098; cf18k098; cf19l098; cf20m098,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: first child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,099,cf08a099; cf09b099; cf10c099; cf11d099; cf12e099; cf13f099; cf14g099; cf15h099; cf16i099; cf17j099; cf18k099; cf19l099; cf20m099,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: second child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,100,cf08a100; cf09b100; cf10c100; cf11d100; cf12e100; cf13f100; cf14g100; cf15h100; cf16i100; cf17j100; cf18k100; cf19l100; cf20m100,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: third child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,101,cf08a101; cf09b101; cf10c101; cf11d101; cf12e101; cf13f101; cf14g101; cf15h101; cf16i101; cf17j101; cf18k101; cf19l101; cf20m101,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: fourth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,102,cf08a102; cf09b102; cf10c102; cf11d102; cf12e102; cf13f102; cf14g102; cf15h102; cf16i102; cf17j102; cf18k102; cf19l102; cf20m102,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: fifth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,103,cf08a103; cf09b103; cf10c103; cf11d103; cf12e103; cf13f103; cf14g103; cf15h103; cf16i103; cf17j103; cf18k103; cf19l103; cf20m103,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: sixth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,104,cf08a104; cf09b104; cf10c104; cf11d104; cf12e104; cf13f104; cf14g104; cf15h104; cf16i104; cf17j104; cf18k104; cf19l104; cf20m104,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: seventh child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,105,cf08a105; cf09b105; cf10c105; cf11d105; cf12e105; cf13f105; cf14g105; cf15h105; cf16i105; cf17j105; cf18k105; cf19l105; cf20m105,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: eighth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,106,cf08a106; cf09b106; cf10c106; cf11d106; cf12e106; cf13f106; cf14g106; cf15h106; cf16i106; cf17j106; cf18k106; cf19l106; cf20m106,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: ninth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,107,cf08a107; cf09b107; cf10c107; cf11d107; cf12e107; cf13f107; cf14g107; cf15h107; cf16i107; cf17j107; cf18k107; cf19l107; cf20m107,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: tenth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,108,cf08a108; cf09b108; cf10c108; cf11d108; cf12e108; cf13f108; cf14g108; cf15h108; cf16i108; cf17j108; cf18k108; cf19l108; cf20m108,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: eleventh child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,109,cf08a109; cf09b109; cf10c109; cf11d109; cf12e109; cf13f109; cf14g109; cf15h109; cf16i109; cf17j109; cf18k109; cf19l109; cf20m109,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: twelfth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,110,cf08a110; cf09b110; cf10c110; cf11d110; cf12e110; cf13f110; cf14g110; cf15h110; cf16i110; cf17j110; cf18k110; cf19l110; cf20m110,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: thirteenth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,111,cf08a111; cf09b111; cf10c111; cf11d111; cf12e111; cf13f111; cf14g111; cf15h111; cf16i111; cf17j111; cf18k111; cf19l111; cf20m111,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: fourteenth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,112,cf08a112; cf09b112; cf10c112; cf11d112; cf12e112; cf13f112; cf14g112; cf15h112; cf16i112; cf17j112; cf18k112; cf19l112; cf20m112,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Kind of parent: fifteenth child,1,"c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)",1,categorical
Family & Household,113,cf08a113; cf09b113; cf10c113; cf11d113; cf12e113; cf13f113; cf14g113; cf15h113; cf16i113; cf17j113; cf18k113; cf19l113; cf20m113,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: first child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,114,cf08a114; cf09b114; cf10c114; cf11d114; cf12e114; cf13f114; cf14g114; cf15h114; cf16i114; cf17j114; cf18k114; cf19l114; cf20m114,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: second child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,115,cf08a115; cf09b115; cf10c115; cf11d115; cf12e115; cf13f115; cf14g115; cf15h115; cf16i115; cf17j115; cf18k115; cf19l115; cf20m115,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: third child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,116,cf08a116; cf09b116; cf10c116; cf11d116; cf12e116; cf13f116; cf14g116; cf15h116; cf16i116; cf17j116; cf18k116; cf19l116; cf20m116,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: fourth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,117,cf08a117; cf09b117; cf10c117; cf11d117; cf12e117; cf13f117; cf14g117; cf15h117; cf16i117; cf17j117; cf18k117; cf19l117; cf20m117,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: fifth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,118,cf08a118; cf09b118; cf10c118; cf11d118; cf12e118; cf13f118; cf14g118; cf15h118; cf16i118; cf17j118; cf18k118; cf19l118; cf20m118,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: sixth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,119,cf08a119; cf09b119; cf10c119; cf11d119; cf12e119; cf13f119; cf14g119; cf15h119; cf16i119; cf17j119; cf18k119; cf19l119; cf20m119,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: seventh child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,120,cf08a120; cf09b120; cf10c120; cf11d120; cf12e120; cf13f120; cf14g120; cf15h120; cf16i120; cf17j120; cf18k120; cf19l120; cf20m120,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: eighth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,121,cf08a121; cf09b121; cf10c121; cf11d121; cf12e121; cf13f121; cf14g121; cf15h121; cf16i121; cf17j121; cf18k121; cf19l121; cf20m121,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: ninth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,122,cf08a122; cf09b122; cf10c122; cf11d122; cf12e122; cf13f122; cf14g122; cf15h122; cf16i122; cf17j122; cf18k122; cf19l122; cf20m122,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: tenth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,123,cf08a123; cf09b123; cf10c123; cf11d123; cf12e123; cf13f123; cf14g123; cf15h123; cf16i123; cf17j123; cf18k123; cf19l123; cf20m123,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: eleventh child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,124,cf08a124; cf09b124; cf10c124; cf11d124; cf12e124; cf13f124; cf14g124; cf15h124; cf16i124; cf17j124; cf18k124; cf19l124; cf20m124,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: twelfth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,125,cf08a125; cf09b125; cf10c125; cf11d125; cf12e125; cf13f125; cf14g125; cf15h125; cf16i125; cf17j125; cf18k125; cf19l125; cf20m125,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: thirteenth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,126,cf08a126; cf09b126; cf10c126; cf11d126; cf12e126; cf13f126; cf14g126; cf15h126; cf16i126; cf17j126; cf18k126; cf19l126; cf20m126,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: fourteenth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,127,cf08a127; cf09b127; cf10c127; cf11d127; cf12e127; cf13f127; cf14g127; cf15h127; cf16i127; cf17j127; cf18k127; cf19l127; cf20m127,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Current partner biological parent: fifteenth child,1,"c(yes = 1, no = 2)",1,categorical
Family & Household,128,cf08a128; cf09b128; cf10c128; cf11d128; cf12e128; cf13f128; cf14g128; cf15h128; cf16i128; cf17j128; cf18k128; cf19l128; cf20m128,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,Do you think you will have children in the future? -- AND -- Do you think you will have [more] children in the future?,1,"c(yes = 1, no = 2, `I don't know` = 3)",1,categorical
Family & Household,129,cf08a129; cf09b129; cf10c129; cf11d129; cf12e129; cf13f129; cf14g129; cf15h129; cf16i129; cf17j129; cf18k129; cf19l129; cf20m129,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"How many children do you think you will have in the future?"" -- AND -- How many children do you think you will have in the future? -- AND -- How many [more] children do you think you will have in the future?",1,NULL,1,numeric
Family & Household,130,cf08a130; cf09b130; cf10c130; cf11d130; cf12e130; cf13f130; cf14g130; cf15h130; cf16i130; cf17j130; cf18k130; cf19l130; cf20m130,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,Within how many years do you hope to have your (first-next) child? -- AND -- Within how many years do you hope to have your [first/next] child?,1,NULL,1,numeric
Family & Household,131,cf08a131; cf09b131; cf10c131; cf11d131; cf12e131; cf13f131; cf14g131; cf15h131; cf16i131; cf17j131; cf18k131; cf19l131; cf20m131,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your father over the past 3 months in doing household work, such as preparing food, cleaning, grocery shopping, or doing the laundry?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,132,cf08a132; cf09b132; cf10c132; cf11d132; cf12e132; cf13f132; cf14g132; cf15h132; cf16i132; cf17j132; cf18k132; cf19l132; cf20m132,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your mother over the past 3 months in doing household work, such as preparing food, cleaning, grocery shopping, or doing the laundry?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,133,cf08a133; cf09b133; cf10c133; cf11d133; cf12e133; cf13f133; cf14g133; cf15h133; cf16i133; cf17j133; cf18k133; cf19l133; cf20m133,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your father over the past 3 months in tending to the children, such as child- or babysitting, caring or transport?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,134,cf08a134; cf09b134; cf10c134; cf11d134; cf12e134; cf13f134; cf14g134; cf15h134; cf16i134; cf17j134; cf18k134; cf19l134; cf20m134,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your mother over the past 3 months in tending to the children, such as child- or babysitting, caring or transport?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,135,cf08a135; cf09b135; cf10c135; cf11d135; cf12e135; cf13f135; cf14g135; cf15h135; cf16i135; cf17j135; cf18k135; cf19l135; cf20m135,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your father over the past 3 months in practical matters, such as odd jobs around the house, borrowing things, being taken somewhere, or transporting things?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,136,cf08a136; cf09b136; cf10c136; cf11d136; cf12e136; cf13f136; cf14g136; cf15h136; cf16i136; cf17j136; cf18k136; cf19l136; cf20m136,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any help from your mother over the past 3 months in practical matters, such as odd jobs around the house, borrowing things, being taken somewhere, or transporting things?",1,"c(no = 1, `once or twice` = 2, `several times` = 3)",1,categorical
Family & Household,137,cf08a137; cf09b137; cf10c137; cf11d137; cf12e137; cf13f137; cf14g137; cf15h137; cf16i137; cf17j137; cf18k137; cf19l137; cf20m137,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Did you receive any valuable items or a sum of money from your father, over the past 12 months?",1,"c(yes = 1, no = 2)",1,categorical
